customerId,recommendedProducts
13181,226|247|230|125|294|204|248|155|276|72
13198,226|247|230|125|294|204|248|155|276|72
13204,226|247|230|125|294|204|248|155|276|213
13218,226|247|230|125|294|204|248|155|276|72
13225,226|247|230|294|248|204|155|276|72|213
13249,226|247|230|125|294|204|248|155|276|72
13267,226|247|230|125|294|204|248|155|276|72
13282,226|247|230|125|294|248|204|155|276|72
13289,226|247|230|125|294|248|204|155|276|72
13291,226|247|230|125|294|204|248|155|276|72
13336,226|247|230|125|294|204|248|155|276|72
13373,226|247|230|125|294|204|248|155|276|72
13433,226|247|230|125|294|204|248|155|276|72
13487,226|247|230|125|294|204|248|155|276|72
13529,226|247|230|125|294|204|248|155|72|276
13569,226|247|230|125|294|204|248|155|276|72
13600,226|247|230|125|294|204|248|155|276|72
13647,226|247|230|125|294|204|248|155|276|72
13658,226|247|230|125|294|204|248|155|276|72
13680,226|247|230|125|294|204|248|155|276|72
13685,226|247|230|125|294|204|248|155|276|213
13702,226|247|230|125|294|204|248|155|276|72
13711,226|247|230|125|294|204|248|155|276|213
13764,226|247|230|125|294|204|248|155|276|72
13800,226|247|230|125|294|204|248|155|276|72
13821,226|247|230|125|294|248|204|155|276|72
13874,226|247|230|125|294|204|248|155|276|72
13895,226|247|230|125|294|204|248|155|276|72
13906,226|247|230|125|294|204|248|155|276|72
13943,226|247|230|125|294|204|248|155|276|72
13945,226|247|230|125|294|204|248|155|276|72
13962,226|247|230|125|294|204|248|155|276|72
13970,226|247|230|125|294|204|248|155|276|72
13980,226|247|230|125|294|248|204|155|276|72
13992,226|247|230|125|294|204|248|155|276|213
14010,226|247|230|125|294|204|248|155|276|72
14032,226|247|230|125|294|204|248|155|276|72
14082,226|247|230|125|294|204|248|155|276|72
14102,226|247|230|125|294|248|204|155|276|72
14109,226|247|230|125|294|248|204|155|276|72
14110,226|247|230|125|294|204|248|155|276|72
14116,226|247|230|125|294|204|248|155|276|72
14136,226|247|230|125|294|204|248|155|276|72
14147,226|247|230|125|294|204|248|155|276|72
14151,226|247|230|125|294|204|248|155|276|72
14162,226|247|230|125|294|204|248|155|276|72
14247,226|247|230|125|294|248|204|155|276|72
14294,226|247|230|125|294|248|204|155|276|72
14310,226|247|230|125|294|204|248|155|276|72
14428,226|247|230|125|294|204|248|155|276|72
14443,226|247|230|125|294|204|248|155|276|72
14483,226|247|230|125|294|248|204|155|276|72
14531,226|247|230|125|294|204|248|155|276|72
14544,226|247|230|125|294|204|248|155|276|72
14601,226|247|230|125|294|204|248|155|276|72
14605,226|247|230|125|294|204|248|155|276|72
14626,226|247|230|125|294|248|204|155|276|72
14669,226|247|230|125|294|204|248|155|72|276
14671,226|247|230|125|294|204|248|155|276|72
14673,226|247|230|125|294|204|248|155|276|72
14687,226|230|125|294|248|204|155|276|72|213
14697,226|247|230|125|294|204|248|155|276|72
14723,226|247|230|125|294|248|204|155|276|72
14741,226|247|230|125|294|204|248|155|276|72
14744,226|247|230|125|294|204|248|155|276|72
14748,226|247|230|125|294|248|155|276|72|213
14784,226|247|230|125|294|204|248|155|276|72
14815,226|247|230|125|294|204|248|155|72|276
14857,226|247|230|125|294|248|204|155|276|72
14865,226|247|230|125|294|204|248|155|276|72
14881,226|247|230|125|294|204|248|155|276|72
14888,226|247|230|125|294|204|248|155|276|72
14889,226|247|230|125|294|204|248|155|276|72
14902,226|247|230|125|294|204|248|155|72|213
14929,226|247|230|125|294|204|248|155|72|276
14934,226|247|230|125|294|248|204|155|276|72
14986,226|247|230|125|294|204|248|155|276|72
15008,226|247|230|125|294|204|248|155|276|72
15012,226|247|230|125|294|204|248|155|276|72
15014,226|247|230|125|294|204|248|155|276|72
15042,226|247|230|125|294|204|248|155|276|72
15062,226|247|230|125|294|204|248|155|276|72
15175,226|247|230|125|294|204|248|155|276|72
15192,226|247|230|125|294|204|248|155|72|276
15206,226|247|230|125|294|204|248|155|276|213
15208,226|247|230|125|294|248|204|155|276|72
15219,226|247|230|125|294|204|248|155|276|72
15223,226|247|230|125|294|204|248|155|276|72
15273,226|247|230|125|294|204|248|155|276|72
15287,226|247|230|125|294|204|248|155|276|72
15309,226|247|230|125|294|204|248|155|276|72
15348,226|247|230|125|294|248|204|155|276|72
15358,226|247|230|125|294|204|248|155|276|72
15398,226|247|230|125|294|248|204|155|276|72
15406,226|247|230|125|294|204|248|155|276|72
15427,226|247|230|125|294|204|248|155|276|72
15436,226|247|230|125|294|204|248|155|276|72
15567,226|247|230|125|294|204|248|155|276|72
15636,226|247|230|125|294|204|248|155|276|72
15713,226|247|230|125|294|248|204|155|276|72
15720,226|247|230|125|294|204|248|155|276|213
15786,226|247|230|125|294|204|248|155|276|72
15790,226|247|230|125|294|204|248|155|276|72
15810,226|247|230|125|294|204|248|155|276|72
15830,226|247|230|125|294|248|204|155|276|72
15831,226|247|230|125|294|204|248|155|276|213
15833,226|247|230|125|294|204|248|155|276|72
15851,226|247|230|125|294|204|248|155|276|72
15867,226|247|230|125|294|204|248|155|276|72
15913,226|247|230|125|294|204|248|155|276|72
16000,226|247|230|125|294|204|248|155|72|276
16004,226|247|230|125|294|204|248|155|276|72
16005,226|247|230|125|294|204|248|155|72|276
16020,226|247|230|125|294|204|248|155|276|72
16023,226|247|230|125|294|204|248|155|276|72
16038,226|247|230|125|294|248|155|276|72|213
16093,226|247|230|125|294|248|204|155|276|83
16104,226|247|230|125|294|204|248|155|276|72
16107,226|247|230|125|294|204|248|155|276|213
16129,226|247|230|125|294|204|248|155|276|72
16143,226|247|230|125|294|248|204|155|276|72
16281,226|247|230|125|294|204|248|155|276|72
16285,226|247|230|125|294|248|155|276|72|213
16304,226|247|230|125|294|204|248|155|276|72
16358,226|247|230|125|294|204|248|155|276|72
16359,226|247|230|125|294|204|248|155|276|72
16393,226|247|230|125|294|204|248|155|276|72
16409,226|247|230|125|294|204|248|155|276|72
16443,226|247|230|125|294|204|248|155|276|72
16450,226|247|230|125|294|204|248|155|276|213
16509,247|230|125|294|204|248|155|276|213|72
16545,226|247|230|125|294|204|248|155|276|213
16583,226|247|230|125|294|248|204|155|276|72
16605,226|247|230|125|294|204|248|155|276|72
16608,226|247|230|125|294|248|204|155|276|72
16616,226|247|230|125|294|204|248|155|276|72
16672,226|247|230|125|294|204|248|155|276|72
16721,226|247|230|125|294|204|248|155|276|213
16723,226|247|230|125|294|204|248|155|72|276
16755,226|247|230|125|294|204|248|155|276|72
16757,226|247|230|125|294|248|204|155|276|72
16819,226|247|230|125|294|204|248|155|276|72
16855,226|247|230|125|294|204|248|155|276|213
16879,226|247|230|125|294|204|248|155|276|72
16883,226|247|230|125|294|204|248|155|276|72
16937,226|247|230|125|294|204|248|155|276|72
16990,226|247|230|125|294|204|248|155|276|72
17006,226|247|230|125|294|204|248|155|276|72
17031,226|247|230|125|294|204|248|155|276|72
17049,226|247|230|125|294|204|248|155|276|72
17120,226|247|230|125|294|248|204|155|276|72
17123,226|247|230|125|294|204|248|155|276|72
17159,226|247|230|125|294|248|204|155|276|72
17210,226|247|230|125|294|204|248|155|276|72
17228,226|247|230|125|294|204|248|155|276|72
17248,226|247|230|125|294|204|248|155|276|72
17361,226|247|230|125|294|248|204|155|276|72
17367,226|247|230|125|294|204|248|155|276|72
17446,226|247|230|125|294|204|248|155|276|72
17472,226|247|230|125|294|204|248|155|276|72
17546,226|247|230|125|294|204|248|155|276|72
17547,226|247|230|125|294|248|204|155|276|72
17611,226|247|230|125|294|204|248|155|276|72
17711,226|247|230|125|294|204|248|155|276|72
17738,226|230|125|294|248|204|155|276|72|213
17808,226|247|230|125|294|204|248|155|276|72
17959,226|247|230|125|294|248|204|155|276|72
17988,226|247|230|125|294|204|248|155|276|72
17991,226|247|230|125|294|204|248|155|276|72
18000,226|247|230|125|294|204|248|155|276|72
18003,226|247|230|125|294|204|248|155|276|72
18032,226|247|230|125|294|204|248|155|276|72
18038,226|247|230|125|294|248|204|155|72|276
18051,226|247|230|125|294|204|248|155|276|72
18056,226|247|230|125|294|204|248|155|276|72
18129,226|247|230|125|294|248|204|155|276|72
18155,226|247|230|125|294|248|204|155|276|72
18165,247|230|125|294|248|204|155|276|72|83
18218,226|247|230|125|294|204|248|155|276|72
18237,226|247|230|125|204|248|155|276|72|213
18267,226|230|125|294|204|248|155|276|72|213
18268,226|247|230|125|294|204|248|155|276|72
18313,226|247|230|125|294|248|204|155|276|72
18353,226|247|230|125|294|204|248|155|276|72
18388,226|247|230|125|294|248|204|155|276|72
18401,226|247|230|125|294|248|204|155|276|72
18445,226|247|230|125|294|204|248|155|276|72
18458,226|247|230|125|294|204|248|155|276|72
18530,226|247|230|125|294|204|248|155|276|72
18573,247|230|125|294|248|204|155|276|72|213
18585,226|247|230|125|294|204|248|155|276|72
18586,226|247|230|125|294|204|248|155|72|276
18743,226|247|230|125|294|204|248|155|276|72
18978,226|247|230|125|294|204|248|155|276|72
18979,226|247|230|125|294|204|248|155|276|72
18983,226|247|230|125|248|204|155|276|72|213
19004,226|247|230|125|294|204|248|155|276|72
19026,226|247|230|125|294|204|248|155|276|72
19085,226|247|230|125|294|204|248|155|276|72
19091,226|247|230|125|294|204|248|155|276|72
19093,226|247|230|125|294|204|248|155|276|72
19123,226|247|230|125|294|204|248|155|276|72
19124,226|247|230|125|294|204|248|155|72|276
19141,226|247|230|125|294|248|204|155|276|72
19221,226|247|230|125|294|204|248|155|276|72
19254,226|247|230|125|294|248|204|155|276|72
19278,226|247|230|125|294|204|248|155|276|72
19298,226|247|230|125|294|204|248|155|276|72
19310,226|247|230|125|294|248|204|155|276|72
19340,226|247|230|125|294|248|204|155|276|72
19373,226|247|230|125|294|248|204|155|276|72
19390,226|247|230|125|294|204|248|155|276|72
19417,226|247|230|125|294|204|248|155|276|72
19541,226|247|230|125|294|248|204|155|276|72
19554,226|247|230|125|294|204|248|155|276|72
19603,226|247|230|125|294|204|248|155|276|72
19750,226|230|125|294|204|248|155|276|72|213
19762,226|247|230|125|294|204|248|155|276|72
19910,226|247|230|125|294|204|248|155|276|72
19919,226|247|230|125|294|204|248|155|276|72
19993,226|247|230|125|294|204|248|155|276|72
20027,226|247|230|125|294|204|248|155|276|72
20032,226|247|230|125|294|204|248|155|276|72
20061,226|247|230|125|294|248|204|155|276|72
20085,226|247|230|125|294|204|248|155|276|213
20125,226|247|230|125|294|248|204|155|276|72
20137,226|247|230|125|294|204|248|155|276|72
20179,226|247|230|125|294|204|248|155|276|72
20190,226|247|230|125|294|248|204|155|276|72
20208,226|247|230|125|294|248|204|155|276|72
20246,226|247|230|125|294|204|248|155|276|72
20382,226|247|230|125|294|204|248|155|276|72
20400,226|247|230|125|294|204|248|155|276|72
20539,226|247|230|125|294|248|204|155|276|72
20624,226|247|230|125|294|204|248|155|276|72
20645,226|247|230|125|294|248|204|155|276|72
20654,226|247|230|125|294|248|204|155|276|72
20724,226|247|230|125|294|204|248|155|276|72
20731,226|247|230|125|294|204|248|155|276|72
20785,226|247|230|125|294|204|248|155|276|72
20821,226|247|230|125|294|204|248|155|276|72
20836,226|247|230|125|294|248|204|155|276|72
20858,226|247|230|125|294|248|155|276|72|213
20883,226|247|230|125|294|248|204|155|276|213
20931,226|247|125|294|248|204|155|276|213|83
20961,226|247|230|125|294|204|248|155|276|213
20966,226|247|230|125|294|248|204|155|276|213
21038,226|247|230|125|294|248|204|155|276|72
21084,226|247|230|125|294|248|204|155|276|72
21120,226|247|230|125|294|204|248|155|276|213
21129,226|247|230|125|294|248|204|155|276|72
21219,226|247|230|125|294|204|248|155|276|72
21228,226|247|230|125|294|204|248|155|276|72
21259,226|247|230|125|294|248|204|155|276|72
21318,226|247|230|125|294|204|248|155|276|72
21345,226|247|230|125|294|248|204|155|276|72
21386,226|247|230|125|294|204|248|155|276|72
21615,226|230|125|294|248|204|155|276|72|213
21658,226|247|230|125|294|204|248|155|276|72
21743,226|247|230|125|294|204|248|155|276|72
21818,226|247|230|125|294|204|248|155|276|72
21847,226|247|230|125|294|248|204|155|276|72
21852,226|247|230|125|294|204|248|155|276|72
21902,226|247|230|125|294|204|248|155|276|72
21934,226|247|230|125|294|248|204|155|276|72
21941,226|247|230|125|294|204|248|155|276|72
21949,226|247|230|125|294|204|248|155|276|72
22069,226|247|230|125|294|204|248|155|276|72
22077,226|247|230|125|294|248|155|276|72|213
22126,226|247|230|125|294|248|204|155|276|72
22136,226|247|230|125|294|204|248|155|276|72
22172,226|247|230|125|294|248|204|155|276|72
22182,226|247|230|125|294|204|248|155|276|72
22253,226|247|230|125|294|204|248|155|276|72
22273,226|247|230|125|294|204|248|155|276|72
22303,226|247|230|125|294|204|248|155|276|72
22386,226|247|230|125|294|204|248|155|276|72
22428,226|247|230|125|294|204|248|155|276|72
22487,226|247|230|125|294|204|248|155|276|72
22536,226|247|230|125|294|204|248|155|276|72
22559,226|247|230|125|294|204|248|155|276|72
22564,226|247|230|125|294|204|248|155|276|72
22608,226|247|230|125|294|248|204|155|276|213
22687,226|247|230|125|294|204|248|155|276|72
22734,226|247|230|125|294|204|248|155|276|72
22801,226|247|230|125|294|204|248|155|72|276
22844,226|247|230|125|294|204|248|155|276|72
22872,226|247|230|125|294|248|204|155|276|72
22877,226|247|230|125|294|204|248|155|276|72
22882,226|247|230|125|294|204|248|155|276|213
22911,226|247|230|125|294|248|204|155|276|72
22930,226|247|230|125|294|204|248|155|276|72
23035,226|247|230|125|294|204|248|155|276|72
23038,226|247|230|125|294|204|248|155|276|72
23058,226|247|230|125|294|204|248|155|276|213
23067,226|247|230|125|294|248|204|155|213|276
23105,226|247|230|125|294|204|248|155|276|72
23162,226|247|230|125|294|204|248|155|276|213
23247,226|247|230|125|294|204|248|155|276|72
23277,226|247|230|125|294|204|248|155|276|72
23312,226|247|230|125|294|248|204|155|276|72
23318,226|247|230|125|294|204|248|155|276|72
23425,226|247|230|125|294|204|248|155|276|72
23486,226|247|230|125|294|248|204|155|276|72
23551,226|247|230|125|294|204|248|155|276|72
23646,226|247|230|125|294|204|248|155|276|72
23669,226|247|230|125|294|248|204|155|276|72
23691,226|247|230|125|294|248|204|155|276|72
23695,226|247|230|125|294|204|248|155|276|72
23734,226|247|230|125|294|204|248|155|276|72
23769,226|247|230|125|294|204|248|155|276|72
23803,226|247|230|125|294|204|248|155|276|72
24103,226|247|230|125|294|248|204|155|276|72
24147,226|247|230|125|294|204|248|155|276|72
24187,226|247|230|125|294|204|248|155|276|72
24210,226|247|230|125|294|204|248|155|276|213
24243,226|247|230|125|294|204|248|155|276|72
24300,226|247|230|125|294|204|248|155|276|72
24358,226|247|230|125|294|204|248|155|276|72
24405,226|247|230|125|294|204|248|155|276|72
24413,226|247|230|125|294|204|248|155|276|72
24428,226|247|230|125|294|248|204|155|276|72
24556,226|247|230|125|294|204|248|155|276|72
24610,226|247|230|125|294|204|248|155|276|72
24650,226|247|230|125|294|204|248|155|276|72
24751,226|247|230|125|294|204|248|155|276|72
24909,226|247|230|125|294|204|248|155|276|72
24976,226|247|230|125|294|204|248|155|276|213
25004,226|247|230|125|294|204|248|155|72|276
25122,226|247|230|125|294|248|204|155|276|72
25146,226|247|230|125|294|204|248|155|276|72
25155,226|247|230|125|294|204|248|155|276|72
25235,226|247|230|125|294|204|248|171|155|276
25294,226|247|230|125|294|204|248|155|276|72
25377,226|247|230|125|294|204|248|155|276|72
25426,226|247|230|125|294|204|248|155|276|72
25532,226|247|230|125|294|204|248|155|276|72
25644,226|247|230|125|294|204|248|155|276|72
25656,226|247|230|125|294|204|248|155|276|171
25739,226|247|230|125|294|248|204|155|276|72
25758,226|247|230|125|294|204|248|155|276|72
25800,226|247|230|125|294|204|248|155|276|72
26116,226|247|230|125|294|204|248|155|276|72
26123,226|247|230|125|294|204|248|155|276|72
26263,226|247|230|125|294|204|248|155|276|72
26306,226|247|230|125|294|204|248|155|276|72
26323,226|247|230|125|294|204|248|155|276|72
26396,226|247|230|125|294|204|248|155|276|72
26434,226|247|230|125|294|248|204|155|276|72
26545,226|247|230|125|294|248|204|155|276|72
26573,226|247|230|125|294|248|204|155|276|72
26590,226|247|230|125|294|204|248|155|276|72
26618,226|247|230|125|294|204|248|155|276|72
26646,226|247|230|125|294|248|204|155|276|72
26686,226|247|230|125|294|204|248|155|276|72
26760,226|247|230|125|294|248|204|155|276|72
26778,226|247|230|125|294|204|248|155|276|72
26978,226|247|230|125|294|204|248|155|276|72
27097,226|247|230|125|294|204|248|155|276|72
27107,226|247|230|125|294|204|248|155|276|72
27202,226|247|230|125|294|248|204|155|276|72
27237,226|247|230|125|294|204|248|155|276|72
27241,226|247|230|125|294|248|204|155|276|72
27325,226|247|230|125|294|204|248|155|276|213
27372,226|247|230|125|294|204|248|155|276|72
27386,226|247|230|125|294|204|248|155|276|72
27459,226|247|230|125|294|204|248|155|276|72
27506,226|247|230|125|294|204|248|155|276|72
27547,226|247|230|125|294|204|248|155|276|213
27551,226|247|230|125|294|204|248|155|276|72
27585,226|247|230|125|294|204|248|155|276|72
27601,226|247|230|125|294|204|248|155|276|72
27647,226|247|230|125|294|204|248|155|276|72
27677,226|247|230|125|294|204|248|155|276|72
27771,226|247|230|125|294|248|204|155|276|72
27773,226|247|230|125|294|204|248|155|276|72
27803,226|247|230|125|294|204|248|155|276|72
27872,226|247|230|125|294|204|248|155|276|72
27925,226|247|230|125|294|204|248|155|276|72
28015,226|247|230|125|294|204|248|155|276|72
28034,226|247|230|125|294|204|248|155|276|72
28042,226|247|230|125|294|204|248|155|276|72
28099,226|247|230|125|294|204|248|155|276|72
28168,226|247|230|125|294|204|248|155|276|72
28210,226|247|230|125|294|204|248|155|276|72
28253,226|247|230|125|294|204|248|155|276|72
28398,226|247|230|125|294|204|248|155|276|72
28462,226|247|230|125|294|248|204|155|276|72
28481,226|247|230|125|294|204|248|155|276|72
28577,226|247|230|125|294|204|248|155|276|72
